year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause,tons_inedible_parts,tons_not_fit_for_human_consumption
2017,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,29.480133238272057,187020.01496690107,3.857878475327409,29.480133238272057
2017,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,10.761300074427337,68268.97574431314,1.4082632391150558,10.761300074427337
2017,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,107.55570009282533,682326.2459011443,14.075133817516024,107.55570009282533
2017,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Other,Other,9.334277124807642,59216.03655849181,1.2215177764456766,9.334277124807642
2017,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Spoiled,Spoiled,187.92329440607338,1192172.9474012787,24.592332288397103,187.92329440607338
2017,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,137.0971323231329,869735.1376182039,137.0971323231329,137.0971323231329
2017,Foodservice,Bars And Taverns,Frozen,Date Label Concerns,Date Label Concerns,1.1170614887656185,2441.887708774815,0.008908229,0
2017,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Equipment Issues,0.044244451,96.71802491367924,0.000352836,0.044244451
2017,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Handling Errors,0.8903623039783711,1946.3250575791656,0.007100371,0.8903623039783711
2017,Foodservice,Bars And Taverns,Frozen,Other,Other,0.1807170648288837,395.0460953220717,0.001441164,0.1807170648288837
2017,Foodservice,Bars And Taverns,Frozen,Spoiled,Spoiled,0.704678665,1540.422069169184,0.0056196,0.704678665
2017,Foodservice,Bars And Taverns,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0.3564748217438532,779.2511821940125,0.3564748217438532,0.3564748217438532
2017,Foodservice,Bars And Taverns,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Excess,Catering Overproduction,4089.9520392547674,45801280.787174255,165.61807903464128,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Excess,Overproduction,4587.766871466263,51376054.44987306,185.7765394357669,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Excess,Plate Waste,19894.116384781602,222784033.11500248,805.5902143,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Other,Other,0,0,0,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2017,Foodservice,Bars And Taverns,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2017,Foodservice,Bars And Taverns,Produce,Date Label Concerns,Date Label Concerns,353.20799927868114,1200164.8649687408,79.44976156514866,0
2017,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Cooking Issues,3.442115093446176,11695.95706996787,0.774261127,3.442115093446176
2017,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Equipment Issues,0.6012322109010942,2042.9259152810046,0.13523973380820734,0.6012322109010942
2017,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Handling Errors,37.05942508796333,125924.15799570266,8.336058336711314,37.05942508796333
2017,Foodservice,Bars And Taverns,Produce,Other,Other,18.580074845559825,63133.20498,4.179357543874978,18.580074845559825
2017,Foodservice,Bars And Taverns,Produce,Spoiled,Spoiled,119.51286329743392,406092.55660776247,26.88293728437776,119.51286329743392
2017,Foodservice,Bars And Taverns,Produce,Trimmings & Byproducts,Trimmings & Byproducts,627.7193244170743,2132926.433619304,627.7193244170743,627.7193244170743
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,173.3107514373895,136371.46010404127,0,0
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,9.649029487580076,7592.444374598485,0,9.649029487580076
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,5.7610439447020925,4533.140430969698,0,5.7610439447020925
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Other,Other,187.78908100596033,147763.89206084807,0,187.78908100596033
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Spoiled,Spoiled,106.15097542788418,83526.05588810443,0,106.15097542788418
2017,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,16.336866097617328,12854.841749740688,16.336866097617328,16.336866097617328
2017,Foodservice,Business & Industry,Breads & Bakery,Date Label Concerns,Date Label Concerns,624.9342746068539,1553630.2854196685,0,0
2017,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,168.74823161152722,419519.89816467336,0,168.74823161152722
2017,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,71.80408803,178509.9814651556,0,71.80408803
2017,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,54.75039436061097,136113.3070686959,0,54.75039436061097
2017,Foodservice,Business & Industry,Breads & Bakery,Other,Other,39.75065389896516,98822.90389900528,0,39.75065389896516
2017,Foodservice,Business & Industry,Breads & Bakery,Spoiled,Spoiled,206.37679931294522,513067.1474568731,0,206.37679931294522
2017,Foodservice,Business & Industry,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,1591.9942882852106,3957809.0704835015,1591.9942882852106,1591.9942882852106
2017,Foodservice,Business & Industry,Dairy & Eggs,Date Label Concerns,Date Label Concerns,2649.0257746960547,8731147.718,20.121940245548664,0
2017,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,98.34527261881114,324144.48766900995,0.74702848,98.34527261881114
2017,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,194.74356813696176,641871.7691216818,1.4792677665457932,194.74356813696176
2017,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,103.6285671939149,341558.1443466356,0.787160267,103.6285671939149
2017,Foodservice,Business & Industry,Dairy & Eggs,Other,Other,4.975598535845285,16399.49532195159,0.037794535,4.975598535845285
2017,Foodservice,Business & Industry,Dairy & Eggs,Spoiled,Spoiled,579.0004507001806,1908376.4725508238,4.3980744100051465,579.0004507001806
2017,Foodservice,Business & Industry,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,491.59117829563877,1620276.8713538095,491.59117829563877,491.59117829563877
2017,Foodservice,Business & Industry,Dry Goods,Date Label Concerns,Date Label Concerns,4182.222183594233,13467927.59,0,0
2017,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Cooking Issues,1076.5617339586906,3466830.513321583,0,1076.5617339586906
2017,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Equipment Issues,396.6028718967643,1277172.4041377015,0,396.6028718967643
2017,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Handling Errors,999.4823307577137,3218613.231825659,0,999.4823307577137
2017,Foodservice,Business & Industry,Dry Goods,Other,Other,14.071787182659424,45315.09865432686,0,14.071787182659424
2017,Foodservice,Business & Industry,Dry Goods,Spoiled,Spoiled,867.7866388274907,2794516.1932119727,0,867.7866388274907
2017,Foodservice,Business & Industry,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,1526.069870734276,4914372.698226817,1526.069870734276,1526.069870734276
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,1297.6047606342681,12071453.815066844,169.80932328468478,0
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,143.6092164685037,1335978.4709560643,18.793229345151655,143.6092164685037
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,176.97099201576512,1646338.8710755436,23.15907378493846,176.97099201576512
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,101.59696924712826,945143.8213111985,13.295352420868861,101.59696924712826
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Other,Other,11.111901628392804,103372.6226768341,1.4541442457417069,11.111901628392804
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Spoiled,Spoiled,489.6287567965503,4554954.716,64.07461684380937,489.6287567965503
2017,Foodservice,Business & Industry,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,4827.077135413706,44905691.21635271,4827.077135413706,4827.077135413706
2017,Foodservice,Business & Industry,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2017,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2017,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2017,Foodservice,Business & Industry,Frozen,Other,Other,0,0,0,0
2017,Foodservice,Business & Industry,Frozen,Spoiled,Spoiled,0,0,0,0
2017,Foodservice,Business & Industry,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Excess,Catering Overproduction,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Excess,Overproduction,46586.75561215769,372696846.60703576,1886.4790831013552,0
2017,Foodservice,Business & Industry,Prepared Foods,Excess,Plate Waste,242896.7556037357,1943188652.548439,9835.835159125103,0
2017,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Other,Other,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2017,Foodservice,Business & Industry,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2017,Foodservice,Business & Industry,Produce,Date Label Concerns,Date Label Concerns,638.6987547106858,1940580.0515682555,143.6673684552766,0
2017,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Cooking Issues,70.81433008521708,215157.57673708032,15.92880583722899,70.81433008521708
2017,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Equipment Issues,6.899103615478355,20961.78010549632,1.5518678466580629,6.899103615478355
2017,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Handling Errors,14.352872621934587,43608.81884832088,3.228500798159811,14.352872621934587
2017,Foodservice,Business & Industry,Produce,Other,Other,4.385849770086644,13325.675853025064,0.9865425449184526,4.385849770086644
2017,Foodservice,Business & Industry,Produce,Spoiled,Spoiled,111.3987358,338466.55059382913,25.057764865022286,111.3987358
2017,Foodservice,Business & Industry,Produce,Trimmings & Byproducts,Trimmings & Byproducts,4884.731795139944,14841446.000945484,4884.731795139944,4884.731795139944
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,1296.398539,945684.201,0,0
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,68.03293702940816,49628.00539576422,0,68.03293702940816
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,55.539615865825766,40514.498950360125,0,55.539615865825766
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,56.52918585898105,41236.36084702597,0,56.52918585898105
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Other,Other,1.6698993634488115,1218.141950623088,0,1.6698993634488115
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Spoiled,Spoiled,103.96669740584998,75840.61551843597,0,103.96669740584998
2017,Foodservice,Business & Industry,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,2162.8907644140368,1577764.5242684328,2162.8907644140368,2162.8907644140368
2017,Foodservice,Caterers,Breads & Bakery,Date Label Concerns,Date Label Concerns,775.5120684046337,1927977.2051866818,0,0
2017,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,16.899467190727183,42013.25659644312,0,16.899467190727183
2017,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.2457021476215154,610.8327119321317,0,0.2457021476215154
2017,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,90.23019586209168,224318.57340339356,0,90.23019586209168
2017,Foodservice,Caterers,Breads & Bakery,Other,Other,143.02671441725462,355574.40865682944,0,143.02671441725462
2017,Foodservice,Caterers,Breads & Bakery,Spoiled,Spoiled,260.62187709643285,647924.2021965743,0,260.62187709643285
2017,Foodservice,Caterers,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,78.35133497403508,194786.8949823594,78.35133497403508,78.35133497403508
2017,Foodservice,Caterers,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1246.1231561139932,4107202.5248908494,9.465523486194572,0
2017,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,3.7068511361807905,12217.723642496481,0.028157157915886074,3.7068511361807905
2017,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,31.190269213214723,102802.64180631441,0.2369205839165107,31.190269213214723
2017,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,91.49507954320654,301566.3579247143,0.6949945677827001,91.49507954320654
2017,Foodservice,Caterers,Dairy & Eggs,Other,Other,65.39656387512234,215546.0565428394,0.4967508293536314,65.39656387512234
2017,Foodservice,Caterers,Dairy & Eggs,Spoiled,Spoiled,544.6005276152044,1794994.8615459637,4.136773367418355,544.6005276152044
2017,Foodservice,Caterers,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,56.788831368277506,187175.10419175084,56.788831368277506,56.788831368277506
2017,Foodservice,Caterers,Dry Goods,Date Label Concerns,Date Label Concerns,2934.538832962994,9450037.510838734,0,0
2017,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Cooking Issues,63.97880657684725,206029.6886374605,0,63.97880657684725
2017,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Equipment Issues,7.517024613745007,24206.92606683395,0,7.517024613745007
2017,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Handling Errors,196.97343104546323,634309.6541,0,196.97343104546323
2017,Foodservice,Caterers,Dry Goods,Other,Other,937.8632090511651,3020182.3898238605,0,937.8632090511651
2017,Foodservice,Caterers,Dry Goods,Spoiled,Spoiled,232.26696666874622,747964.7305713677,0,232.26696666874622
2017,Foodservice,Caterers,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,111.30296816997316,358426.7525987787,111.30296816997316,111.30296816997316
2017,Foodservice,Caterers,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,2333.3978965438014,21707307.028169632,305.3570160858007,0
2017,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,70.55186436201981,656335.1169,9.232676009859471,70.55186436201981
2017,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,25.7539468,239585.72659293519,3.370256037482136,25.7539468
2017,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,257.40233610816176,2394581.544769596,33.68461478598371,257.40233610816176
2017,Foodservice,Caterers,Fresh Meat & Seafood,Other,Other,22.338795021861756,207814.99927515595,2.923336736067034,22.338795021861756
2017,Foodservice,Caterers,Fresh Meat & Seafood,Spoiled,Spoiled,449.7380887067635,4183856.850252649,58.85437755,449.7380887067635
2017,Foodservice,Caterers,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,328.1009012376667,3052281.4004137414,328.1009012376667,328.1009012376667
2017,Foodservice,Caterers,Frozen,Date Label Concerns,Date Label Concerns,69.88436972243807,152766.68757891594,0.5573067826119874,0
2017,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Equipment Issues,2.7679725761357017,6050.766479614721,0.022073746917817827,2.7679725761357017
2017,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Handling Errors,55.70186517387118,121763.84316516962,0.4442055840072877,55.70186517387118
2017,Foodservice,Caterers,Frozen,Other,Other,11.305821837624503,24714.43842666186,0.090160521,11.305821837624503
2017,Foodservice,Caterers,Frozen,Spoiled,Spoiled,44.08532997794357,96370.18775875951,0.3515672175048172,44.08532997794357
2017,Foodservice,Caterers,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,22.301384919299434,48750.653630777386,22.301384919299434,22.301384919299434
2017,Foodservice,Caterers,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2017,Foodservice,Caterers,Prepared Foods,Excess,Catering Overproduction,203405.39914278092,2513577361.5054436,8236.676408,0
2017,Foodservice,Caterers,Prepared Foods,Excess,Overproduction,15577.429566244162,192497713.8,630.7907614312438,0
2017,Foodservice,Caterers,Prepared Foods,Excess,Plate Waste,70087.68896176964,866106942.2787328,2838.123356561605,0
2017,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2017,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2017,Foodservice,Caterers,Prepared Foods,Other,Other,0,0,0,0
2017,Foodservice,Caterers,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2017,Foodservice,Caterers,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2017,Foodservice,Caterers,Produce,Date Label Concerns,Date Label Concerns,863.4243294098685,2623371.3739593364,194.2166010997897,0
2017,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Cooking Issues,8.414322219144985,25565.520091450257,1.8926974910212655,8.414322219144985
2017,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Equipment Issues,1.469724693599894,4465.514298660503,0.3305963531725987,1.469724693599894
2017,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Handling Errors,90.59253844826873,275250.3768592352,20.37766866547561,90.59253844826873
2017,Foodservice,Caterers,Produce,Other,Other,45.41938092193415,137999.24286937172,10.216526783237363,45.41938092193415
2017,Foodservice,Caterers,Produce,Spoiled,Spoiled,292.1516898234884,887654.3708938797,65.71590152186117,292.1516898234884
2017,Foodservice,Caterers,Produce,Trimmings & Byproducts,Trimmings & Byproducts,1534.472996,4662241.257,1534.472996,1534.472996
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,643.6177502,469500.01826706796,0,0
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,35.833245188654125,26139.28728,0,35.833245188654125
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,21.39457657154435,15606.707690331365,0,21.39457657154435
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Other,Other,697.3853890798116,508721.9126997185,0,697.3853890798116
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Spoiled,Spoiled,394.20896520403613,287563.7229030376,0,394.20896520403613
2017,Foodservice,Caterers,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,60.66961752408828,44256.68267919842,60.66961752408828,60.66961752408828
2017,Foodservice,Colleges & Universities,Breads & Bakery,Date Label Concerns,Date Label Concerns,1777.9332892351106,4420066.422743747,0,0
2017,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,370.72091562709176,921638.1072,0,370.72091562709176
2017,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,25.821276801424688,64193.49886375672,0,25.821276801424688
2017,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,204.25426245924874,507790.3724873824,0,204.25426245924874
2017,Foodservice,Colleges & Universities,Breads & Bakery,Other,Other,11.41461322225701,28377.526276034063,0,11.41461322225701
2017,Foodservice,Colleges & Universities,Breads & Bakery,Spoiled,Spoiled,270.55543805032454,672619.7290177546,0,270.55543805032454
2017,Foodservice,Colleges & Universities,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,1034.2817223771603,2571296.651239155,1034.2817223771603,1034.2817223771603
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Date Label Concerns,Date Label Concerns,3575.7152126969545,11785501.680008976,27.161052388492873,0
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,276.86478347632686,912542.0165479251,2.1030586725214584,276.86478347632686
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,154.3937750859478,508879.47932686197,1.1727716454252224,154.3937750859478
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,205.08811052479894,675967.2198046308,1.5578446780216693,205.08811052479894
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Other,Other,15.994021414828692,52716.04561,0.12149022718819298,15.994021414828692
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Spoiled,Spoiled,630.6912191909599,2078748.440856865,4.790716325668384,630.6912191909599
2017,Foodservice,Colleges & Universities,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,661.9872289523099,2181899.6018638327,661.9872289523099,661.9872289523099
2017,Foodservice,Colleges & Universities,Dry Goods,Date Label Concerns,Date Label Concerns,7403.019835991642,23839798.730135407,0,0
2017,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Cooking Issues,1782.5254104337791,5740231.413333913,0,1782.5254104337791
2017,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Equipment Issues,110.46617219155173,355732.03501788474,0,110.46617219155173
2017,Foodservice,Colleges & Universities,Dry Goods,Mistakes & Malfunctions,Handling Errors,880.9032464407691,2836755.3459429247,0,880.9032464407691
2017,Foodservice,Colleges & Universities,Dry Goods,Other,Other,42.00074218960625,135254.1614772529,0,42.00074218960625
2017,Foodservice,Colleges & Universities,Dry Goods,Spoiled,Spoiled,787.4639831,2535854.729452528,0,787.4639831
2017,Foodservice,Colleges & Universities,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,1133.7634379237595,3651036.0321178683,1133.7634379237595,1133.7634379237595
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,3400.5354181216594,31634753.117189333,445.0065502800622,0
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,678.2756787,6309913.294,88.76164568833491,678.2756787
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,116.42678458393964,1083103.7274052429,15.236036505250508,116.42678458393964
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,332.6397390149076,3094505.637149173,43.53045757331041,332.6397390149076
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Other,Other,30.79053292243954,286440.4535113173,4.029362189283712,30.79053292243954
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Spoiled,Spoiled,953.9415526945934,8874398.233555486,124.83629409392015,953.9415526945934
2017,Foodservice,Colleges & Universities,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,3928.0589317464232,36542237.98798347,3928.0589317464232,3928.0589317464232
2017,Foodservice,Colleges & Universities,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2017,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2017,Foodservice,Colleges & Universities,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2017,Foodservice,Colleges & Universities,Frozen,Other,Other,0,0,0,0
2017,Foodservice,Colleges & Universities,Frozen,Spoiled,Spoiled,0,0,0,0
2017,Foodservice,Colleges & Universities,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Excess,Catering Overproduction,43604.68660386322,379508645.13159114,1765.7235006489848,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Excess,Overproduction,34805.66982809883,302927360.0647554,1409.4170594465074,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Excess,Plate Waste,101461.65801960451,883060500.2998345,4108.577493231058,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Other,Other,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2017,Foodservice,Colleges & Universities,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2017,Foodservice,Colleges & Universities,Produce,Date Label Concerns,Date Label Concerns,1467.513605433033,4458796.274619863,330.09899629502377,0
2017,Foodservice,Colleges & Universities,Produce,Mistakes & Malfunctions,Cooking Issues,243.4424825612416,739659.5372674437,54.759369079458764,243.4424825612416
2017,Foodservice,Colleges & Universities,Produce,Mistakes & Malfunctions,Equipment Issues,18.43123092,56000.232952347185,4.145876947794235,18.43123092
2017,Foodservice,Colleges & Universities,Produce,Mistakes & Malfunctions,Handling Errors,154.88611984739057,470595.74208314565,34.839712907852494,154.88611984739057
2017,Foodservice,Colleges & Universities,Produce,Other,Other,11.52913432495327,35029.35917416914,2.593335867366339,11.52913432495327
2017,Foodservice,Colleges & Universities,Produce,Spoiled,Spoiled,394.48630555986944,1198581.0987420958,88.73480493492247,394.48630555986944
2017,Foodservice,Colleges & Universities,Produce,Trimmings & Byproducts,Trimmings & Byproducts,5387.095055903583,16367793.305192687,5387.095055903583,5387.095055903583
2017,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,1867.7546694210075,1362471.5154061597,0,0
2017,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,55.66077962711593,40602.884312827715,0,55.66077962711593
2017,Foodservice,Colleges & Universities,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,38.026171409198795,27738.96177759048,0,38.026171409198795
